Store,Date,Temperature
6,4/12/2013,63.11
6,4/19/2013,68.65
6,4/26/2013,60.91
6,5/3/2013,68.17
6,5/10/2013,66.6
6,5/17/2013,72.28
6,5/24/2013,78.46
6,5/31/2013,77.49
6,6/7/2013,79.63
6,6/14/2013,80.91
6,6/21/2013,83.53
6,6/28/2013,86.14
6,7/5/2013,82.98
6,7/12/2013,85.91
6,7/19/2013,79.11
6,7/26/2013,84.42
7,2/5/2010,10.53
7,2/12/2010,25.9
7,2/19/2010,27.28
7,2/26/2010,24.91
7,3/5/2010,35.86
7,3/12/2010,27.25
7,3/19/2010,29.04
7,3/26/2010,23.33
7,4/2/2010,38.26
7,4/9/2010,33.79
7,4/16/2010,41.89
7,4/23/2010,43.07
7,4/30/2010,38.99
7,5/7/2010,40.07
7,5/14/2010,41.41
7,5/21/2010,46.6
7,5/28/2010,54.24
7,6/4/2010,53.63
7,6/11/2010,63.59
7,6/18/2010,52.7
7,6/25/2010,59.94
7,7/2/2010,61.31
7,7/9/2010,58
7,7/16/2010,62.19
7,7/23/2010,64.64
7,7/30/2010,66.07
7,8/6/2010,61.7
7,8/13/2010,60.13
7,8/20/2010,59.59
7,8/27/2010,57.57
7,9/3/2010,49.84
7,9/10/2010,48.5
7,9/17/2010,48.56
7,9/24/2010,47.55
7,10/1/2010,49.99
7,10/8/2010,44.13
7,10/15/2010,35.86
7,10/22/2010,36.84
7,10/29/2010,34.78
7,11/5/2010,49.44
7,11/12/2010,22.12
7,11/19/2010,25.56
7,11/26/2010,17.95
7,12/3/2010,21.88
7,12/10/2010,24.24
7,12/17/2010,20.74
7,12/24/2010,26.04
7,12/31/2010,13.76
7,1/7/2011,10.09
7,1/14/2011,11.32
7,1/21/2011,25.4
7,1/28/2011,10.11
7,2/4/2011,-2.06
7,2/11/2011,10.24
7,2/18/2011,17.3
7,2/25/2011,17.46
7,3/4/2011,21.84
7,3/11/2011,20.7
7,3/18/2011,27.69
7,3/25/2011,25.69
7,4/1/2011,24.83
7,4/8/2011,30.64
7,4/15/2011,27.79
7,4/22/2011,31.84
7,4/29/2011,26.79
7,5/6/2011,26.54
7,5/13/2011,36.61
7,5/20/2011,36.16
7,5/27/2011,37.51
7,6/3/2011,45.77
7,6/10/2011,53.3
7,6/17/2011,48.79
7,6/24/2011,46.85
7,7/1/2011,58.54
7,7/8/2011,59.08
7,7/15/2011,54.37
7,7/22/2011,56.22
7,7/29/2011,56.66
7,8/5/2011,55.91
7,8/12/2011,54.56
7,8/19/2011,56.06
7,8/26/2011,57.6
7,9/2/2011,53.4
7,9/9/2011,45.61
7,9/16/2011,43.67
7,9/23/2011,43.67
7,9/30/2011,47.34
7,10/7/2011,40.65
7,10/14/2011,32.65
7,10/21/2011,37.49
7,10/28/2011,28.82
7,11/4/2011,23.41
7,11/11/2011,19.53
7,11/18/2011,29.53
7,11/25/2011,27.6
7,12/2/2011,20.38
7,12/9/2011,11.17
7,12/16/2011,15.2
7,12/23/2011,12.19
7,12/30/2011,15.56
7,1/6/2012,18.67
7,1/13/2012,7.46
7,1/20/2012,27.41
7,1/27/2012,26.9
7,2/3/2012,22.2
7,2/10/2012,18.79
7,2/17/2012,27.03
7,2/24/2012,24.41
7,3/2/2012,21.64
7,3/9/2012,30.1
7,3/16/2012,37.29
7,3/23/2012,35.06
7,3/30/2012,44.99
7,4/6/2012,44.29
7,4/13/2012,41.43
7,4/20/2012,39.3
7,4/27/2012,51.49
7,5/4/2012,45.38
7,5/11/2012,48.54
7,5/18/2012,49.41
7,5/25/2012,50.6
7,6/1/2012,55.06
7,6/8/2012,63.07
7,6/15/2012,59.33
7,6/22/2012,63.69
7,6/29/2012,68.84
7,7/6/2012,64.67
7,7/13/2012,64.21
7,7/20/2012,62.87
7,7/27/2012,64.6
7,8/3/2012,61.83
7,8/10/2012,63.41
7,8/17/2012,59.66
7,8/24/2012,59.27
7,8/31/2012,60.46
7,9/7/2012,57.84
7,9/14/2012,53.66
7,9/21/2012,51.77
7,9/28/2012,50.64
7,10/5/2012,48.43
7,10/12/2012,41.43
7,10/19/2012,43.01
7,10/26/2012,42.53
7,11/2/2012,37.2
7,11/9/2012,36.89
7,11/16/2012,23.91
7,11/23/2012,34.81
7,11/30/2012,28.1
7,12/7/2012,34.19
7,12/14/2012,20.93
7,12/21/2012,12.57
7,12/28/2012,2.32
7,1/4/2013,-6.08
7,1/11/2013,-6.61
7,1/18/2013,-7.29
7,1/25/2013,4
7,2/1/2013,25.67
7,2/8/2013,11.26
7,2/15/2013,13.73
7,2/22/2013,13.39
7,3/1/2013,11.94
7,3/8/2013,24.24
7,3/15/2013,30.09
7,3/22/2013,30.94
7,3/29/2013,26.56
7,4/5/2013,39.3
7,4/12/2013,34.79
7,4/19/2013,29.7
7,4/26/2013,35.7
7,5/3/2013,42.36
7,5/10/2013,44.11
7,5/17/2013,53.23
7,5/24/2013,50.09
7,5/31/2013,50.7
7,6/7/2013,50.92
7,6/14/2013,54.81
7,6/21/2013,52.16
7,6/28/2013,55.28
7,7/5/2013,53.86
7,7/12/2013,59.99
7,7/19/2013,55.22
7,7/26/2013,56.69
8,2/5/2010,34.14
8,2/12/2010,33.34
8,2/19/2010,39.1
8,2/26/2010,37.91
8,3/5/2010,45.64
8,3/12/2010,49.76
8,3/19/2010,47.26
8,3/26/2010,46.51
8,4/2/2010,60.18
8,4/9/2010,59.25
8,4/16/2010,62.66
8,4/23/2010,56.1
8,4/30/2010,61.01
8,5/7/2010,62.68
8,5/14/2010,61.35
8,5/21/2010,66.03
8,5/28/2010,74.71
8,6/4/2010,75.71
8,6/11/2010,82.21
8,6/18/2010,78.79
8,6/25/2010,81.78
8,7/2/2010,74.78
8,7/9/2010,72.49
8,7/16/2010,77.49
8,7/23/2010,78.29
8,7/30/2010,76.02
8,8/6/2010,80.37
8,8/13/2010,80.11
8,8/20/2010,79.36
8,8/27/2010,74.92
8,9/3/2010,76.14
8,9/10/2010,74.34
8,9/17/2010,75.32
8,9/24/2010,72.21
8,10/1/2010,68.7
8,10/8/2010,62.94
8,10/15/2010,62.59
8,10/22/2010,62.86
8,10/29/2010,57.93
8,11/5/2010,55.76
8,11/12/2010,54.89
8,11/19/2010,43.86
8,11/26/2010,51.07
8,12/3/2010,42.85
8,12/10/2010,42.47
8,12/17/2010,45.03
8,12/24/2010,45.67
8,12/31/2010,41.47
8,1/7/2011,35.77
8,1/14/2011,31.62
8,1/21/2011,42.06
8,1/28/2011,39.26
8,2/4/2011,24.48
8,2/11/2011,28.26
8,2/18/2011,50.64
8,2/25/2011,51.29
8,3/4/2011,53.18
8,3/11/2011,49.14
8,3/18/2011,56.68
8,3/25/2011,59.74
8,4/1/2011,49.86
8,4/8/2011,65.62
8,4/15/2011,63.55
8,4/22/2011,65.11
8,4/29/2011,62.29
8,5/6/2011,58.92
8,5/13/2011,72.96
8,5/20/2011,65.54
8,5/27/2011,73.14
8,6/3/2011,82.05
8,6/10/2011,82.21
8,6/17/2011,84.73
8,6/24/2011,83.94
8,7/1/2011,87.26
8,7/8/2011,83.57
8,7/15/2011,84.26
8,7/22/2011,85.46
8,7/29/2011,86.46
8,8/5/2011,85.15
8,8/12/2011,86.05
8,8/19/2011,82.92
8,8/26/2011,84.69
8,9/2/2011,84.77
8,9/9/2011,69.01
8,9/16/2011,69.09
8,9/23/2011,68.72
8,9/30/2011,72.2
8,10/7/2011,67.61
8,10/14/2011,61.74
8,10/21/2011,59.97
8,10/28/2011,56.86
8,11/4/2011,49.68
8,11/11/2011,50.56
8,11/18/2011,51.72
8,11/25/2011,49.61
8,12/2/2011,40.82
8,12/9/2011,30.51
8,12/16/2011,39.79
8,12/23/2011,38.16
8,12/30/2011,36.33
8,1/6/2012,43.47
8,1/13/2012,36.46
8,1/20/2012,46.81
8,1/27/2012,45.52
8,2/3/2012,45.56
8,2/10/2012,35.71
8,2/17/2012,37.51
8,2/24/2012,46.33
8,3/2/2012,50.95
8,3/9/2012,49.59
8,3/16/2012,56.63
8,3/23/2012,52.9
8,3/30/2012,66.69
8,4/6/2012,62.18
8,4/13/2012,65.19
8,4/20/2012,63.59
8,4/27/2012,70.34
8,5/4/2012,73.96
8,5/11/2012,64.96
8,5/18/2012,64.16
8,5/25/2012,76.11
8,6/1/2012,78.31
8,6/8/2012,74.28
8,6/15/2012,77.14
8,6/22/2012,78.85
8,6/29/2012,84.47
8,7/6/2012,81.24
8,7/13/2012,78.46
8,7/20/2012,79.94
8,7/27/2012,81.71
8,8/3/2012,85.06
8,8/10/2012,83.74
8,8/17/2012,81.21
8,8/24/2012,73.77
8,8/31/2012,75.33
8,9/7/2012,80.87
8,9/14/2012,67.21
8,9/21/2012,66.96
8,9/28/2012,71.1
8,10/5/2012,61.41
8,10/12/2012,55.03
8,10/19/2012,62.99
8,10/26/2012,64.74
8,11/2/2012,53.41
8,11/9/2012,58.95
8,11/16/2012,48.24
8,11/23/2012,53.59
8,11/30/2012,48.92
8,12/7/2012,53.13
8,12/14/2012,40.41
8,12/21/2012,43.31
8,12/28/2012,33.68
8,1/4/2013,29.75
8,1/11/2013,38.79
8,1/18/2013,31.83
8,1/25/2013,44.34
8,2/1/2013,46.81
8,2/8/2013,47.16
8,2/15/2013,40.34
8,2/22/2013,40.81
8,3/1/2013,37.3
8,3/8/2013,51.05
8,3/15/2013,51.54
8,3/22/2013,54.41
8,3/29/2013,48.41
8,4/5/2013,52.56
8,4/12/2013,57.36
8,4/19/2013,58.84
8,4/26/2013,56.04
8,5/3/2013,61.99
8,5/10/2013,60.86
8,5/17/2013,68.96
8,5/24/2013,75.19
8,5/31/2013,78.64
8,6/7/2013,75.82
8,6/14/2013,79.04
8,6/21/2013,77.28
8,6/28/2013,85.64
8,7/5/2013,76.18
8,7/12/2013,83.16
8,7/19/2013,72.86
8,7/26/2013,78.7
9,2/5/2010,38.01
9,2/12/2010,37.08
9,2/19/2010,43.06
9,2/26/2010,43.83
9,3/5/2010,48.43
9,3/12/2010,55.76
9,3/19/2010,53.15
9,3/26/2010,51.8
9,4/2/2010,65.21
9,4/9/2010,64.95
9,4/16/2010,66.09
9,4/23/2010,61.26
9,4/30/2010,66.07
9,5/7/2010,68.58
9,5/14/2010,70.53
9,5/21/2010,71.5
9,5/28/2010,77.12
9,6/4/2010,79.65
9,6/11/2010,83.75
9,6/18/2010,82.99
9,6/25/2010,85.02
9,7/2/2010,78.55
9,7/9/2010,78.51
9,7/16/2010,82.93
9,7/23/2010,84.49
9,7/30/2010,79.83
9,8/6/2010,87.09
9,8/13/2010,86.85
9,8/20/2010,86.3
9,8/27/2010,84.01
9,9/3/2010,82.47
9,9/10/2010,77.7
9,9/17/2010,81.19
9,9/24/2010,77.15
9,10/1/2010,69.08
9,10/8/2010,65.35
9,10/15/2010,67.36
9,10/22/2010,69.99
9,10/29/2010,64.43
9,11/5/2010,58.69
9,11/12/2010,61.59
9,11/19/2010,49.96
9,11/26/2010,60.18
9,12/3/2010,49.89
9,12/10/2010,46.1
9,12/17/2010,49.7
9,12/24/2010,50.93
9,12/31/2010,45.92
9,1/7/2011,41.82
9,1/14/2011,36.43
9,1/21/2011,44.72
9,1/28/2011,43.9
9,2/4/2011,31.82
9,2/11/2011,34.13
9,2/18/2011,58.5
9,2/25/2011,59.01
9,3/4/2011,60.67
9,3/11/2011,54.75
9,3/18/2011,63.82
9,3/25/2011,68.79
9,4/1/2011,56.12
9,4/8/2011,71.4
9,4/15/2011,71.9
9,4/22/2011,72.35
9,4/29/2011,70.85
9,5/6/2011,62.2
9,5/13/2011,77.66
9,5/20/2011,70.49
9,5/27/2011,80.42
9,6/3/2011,85.8
9,6/10/2011,85.81
9,6/17/2011,89.15
9,6/24/2011,86.74
9,7/1/2011,89.14
9,7/8/2011,89.04
9,7/15/2011,90.45
9,7/22/2011,89.08
9,7/29/2011,91.1
9,8/5/2011,91.52
9,8/12/2011,91.63
9,8/19/2011,85.8
9,8/26/2011,88.95
9,9/2/2011,89.33
9,9/9/2011,75.65
9,9/16/2011,77.95
9,9/23/2011,74.42
9,9/30/2011,78.45
9,10/7/2011,72.62
9,10/14/2011,67.27
9,10/21/2011,65.46
9,10/28/2011,63.96
9,11/4/2011,54.46
9,11/11/2011,58.28
9,11/18/2011,58.8
9,11/25/2011,54.32
9,12/2/2011,46.84
9,12/9/2011,37.65
9,12/16/2011,47.31
9,12/23/2011,44.43
9,12/30/2011,43.41
9,1/6/2012,47.54
9,1/13/2012,42.44
9,1/20/2012,51.56
9,1/27/2012,49.38
9,2/3/2012,54.43
9,2/10/2012,44.03
9,2/17/2012,43.81
9,2/24/2012,53.67
9,3/2/2012,57.2
9,3/9/2012,54.03
9,3/16/2012,59.94
9,3/23/2012,58.79
9,3/30/2012,67.87
9,4/6/2012,68.83
9,4/13/2012,69.19
9,4/20/2012,68.04
9,4/27/2012,73.07
9,5/4/2012,78.98
9,5/11/2012,70.94
9,5/18/2012,69.52
9,5/25/2012,79.69
9,6/1/2012,80.26
9,6/8/2012,78.91
9,6/15/2012,82.21
9,6/22/2012,81.05
9,6/29/2012,87.18
9,7/6/2012,84.15
9,7/13/2012,82.39
9,7/20/2012,83.39
9,7/27/2012,86.41
9,8/3/2012,90.23
9,8/10/2012,88.66
9,8/17/2012,86.37
9,8/24/2012,77.9
9,8/31/2012,80.71
9,9/7/2012,87.93
9,9/14/2012,73.55
9,9/21/2012,69.92
9,9/28/2012,76.8
9,10/5/2012,66.61
9,10/12/2012,60.09
9,10/19/2012,68.01
9,10/26/2012,69.52
9,11/2/2012,56.26
9,11/9/2012,63.9
9,11/16/2012,53.15
9,11/23/2012,59.74
9,11/30/2012,53.86
9,12/7/2012,61.19
9,12/14/2012,46.2
9,12/21/2012,53.23
9,12/28/2012,40.51
9,1/4/2013,34.65
9,1/11/2013,42.47
9,1/18/2013,36.34
9,1/25/2013,49.14
9,2/1/2013,52.1
9,2/8/2013,52.91
9,2/15/2013,46.86
9,2/22/2013,45.91
9,3/1/2013,43.73
9,3/8/2013,54.57
9,3/15/2013,56.06
9,3/22/2013,60
9,3/29/2013,52.04
9,4/5/2013,56.16
9,4/12/2013,63.1
9,4/19/2013,66.36
9,4/26/2013,59.94
9,5/3/2013,66.21
9,5/10/2013,65.33
9,5/17/2013,72.03
9,5/24/2013,80.06
9,5/31/2013,78.83
9,6/7/2013,78.83
9,6/14/2013,79.43
9,6/21/2013,79.37
9,6/28/2013,85.76
9,7/5/2013,80.11
9,7/12/2013,85.23
9,7/19/2013,75.26
9,7/26/2013,82.37
10,2/5/2010,54.34
10,2/12/2010,49.96
10,2/19/2010,58.22
10,2/26/2010,52.77
10,3/5/2010,55.92
10,3/12/2010,52.33
10,3/19/2010,61.46
10,3/26/2010,60.05
10,4/2/2010,63.66
10,4/9/2010,65.29
10,4/16/2010,69.74
10,4/23/2010,66.42
10,4/30/2010,69.76
10,5/7/2010,71.06
10,5/14/2010,73.88
10,5/21/2010,78.32
10,5/28/2010,76.67
10,6/4/2010,82.82
10,6/11/2010,89.67
10,6/18/2010,83.49
10,6/25/2010,90.32
10,7/2/2010,92.89
10,7/9/2010,91.03
10,7/16/2010,91.8
10,7/23/2010,88.44
10,7/30/2010,85.03
10,8/6/2010,86.13
10,8/13/2010,88.37
10,8/20/2010,89.88
10,8/27/2010,84.99
10,9/3/2010,83.8
10,9/10/2010,84.04
10,9/17/2010,85.52
10,9/24/2010,85.75
10,10/1/2010,86.01
10,10/8/2010,77.04
10,10/15/2010,75.48
10,10/22/2010,68.12
10,10/29/2010,68.76
10,11/5/2010,71.04
10,11/12/2010,61.24
10,11/19/2010,58.83
10,11/26/2010,55.33
10,12/3/2010,51.17
10,12/10/2010,60.51
10,12/17/2010,59.15
10,12/24/2010,57.06
10,12/31/2010,49.67
10,1/7/2011,43.43
10,1/14/2011,49.98
10,1/21/2011,56.75
10,1/28/2011,53.03
10,2/4/2011,44.88
10,2/11/2011,51.51
10,2/18/2011,61.77
10,2/25/2011,53.59
10,3/4/2011,56.96
10,3/11/2011,64.22
10,3/18/2011,70.12
10,3/25/2011,62.53
10,4/1/2011,67.64
10,4/8/2011,73.03
10,4/15/2011,61.05
10,4/22/2011,75.93
10,4/29/2011,73.38
10,5/6/2011,73.56
10,5/13/2011,74.04
10,5/20/2011,72.62
10,5/27/2011,78.62
10,6/3/2011,81.87
10,6/10/2011,84.57
10,6/17/2011,87.96
10,6/24/2011,90.69
10,7/1/2011,95.36
10,7/8/2011,88.57
10,7/15/2011,86.01
10,7/22/2011,88.59
10,7/29/2011,86.75
10,8/5/2011,89.8
10,8/12/2011,85.61
10,8/19/2011,87.4
10,8/26/2011,91.59
10,9/2/2011,91.61
10,9/9/2011,89.06
10,9/16/2011,77.49
10,9/23/2011,82.51
10,9/30/2011,82.27
10,10/7/2011,75.01
10,10/14/2011,70.27
10,10/21/2011,77.91
10,10/28/2011,72.79
10,11/4/2011,68.57
10,11/11/2011,55.28
10,11/18/2011,58.97
10,11/25/2011,60.68
10,12/2/2011,57.29
10,12/9/2011,42.58
10,12/16/2011,50.53
10,12/23/2011,48.36
10,12/30/2011,48.92
10,1/6/2012,59.85
10,1/13/2012,51
10,1/20/2012,54.51
10,1/27/2012,53.59
10,2/3/2012,56.85
10,2/10/2012,55.73
10,2/17/2012,54.12
10,2/24/2012,56.02
10,3/2/2012,57.62
10,3/9/2012,57.65
10,3/16/2012,62.11
10,3/23/2012,56.54
10,3/30/2012,67.92
10,4/6/2012,65.99
10,4/13/2012,70.28
10,4/20/2012,67.75
10,4/27/2012,80.11
10,5/4/2012,77.02
10,5/11/2012,76.03
10,5/18/2012,85.19
10,5/25/2012,86.03
10,6/1/2012,80.06
10,6/8/2012,86.87
10,6/15/2012,88.58
10,6/22/2012,89.92
10,6/29/2012,91.36
10,7/6/2012,86.87
10,7/13/2012,89.8
10,7/20/2012,84.45
10,7/27/2012,83.98
10,8/3/2012,84.76
10,8/10/2012,90.78
10,8/17/2012,88.83
10,8/24/2012,82.5
10,8/31/2012,86.97
10,9/7/2012,83.07
10,9/14/2012,78.47
10,9/21/2012,81.93
10,9/28/2012,82.52
10,10/5/2012,80.88
10,10/12/2012,76.03
10,10/19/2012,72.71
10,10/26/2012,70.5
10,11/2/2012,70.79
10,11/9/2012,70.28
10,11/16/2012,58.82
10,11/23/2012,63.95
10,11/30/2012,64.13
10,12/7/2012,61.21
10,12/14/2012,53.86
10,12/21/2012,49.79
10,12/28/2012,50.09
10,1/4/2013,45.01
10,1/11/2013,49.38
10,1/18/2013,40.67
10,1/25/2013,59.76
10,2/1/2013,51.86
10,2/8/2013,57.25
10,2/15/2013,45.8
10,2/22/2013,52.39
10,3/1/2013,48.17
10,3/8/2013,64.17
10,3/15/2013,62.1
10,3/22/2013,70.18
10,3/29/2013,68.22
10,4/5/2013,70.74
10,4/12/2013,66.61
10,4/19/2013,68.63
10,4/26/2013,74.61
10,5/3/2013,78.41
10,5/10/2013,74.59
10,5/17/2013,82.47
10,5/24/2013,81.57
10,5/31/2013,82.62
10,6/7/2013,89.22
10,6/14/2013,91.98
10,6/21/2013,90.67
10,6/28/2013,90.28
10,7/5/2013,93.54
10,7/12/2013,87.18
10,7/19/2013,87.09
10,7/26/2013,83.32
11,2/5/2010,46.04
11,2/12/2010,48.01
11,2/19/2010,48.3
11,2/26/2010,52.79
11,3/5/2010,53.96
11,3/12/2010,64.1
11,3/19/2010,61.51
11,3/26/2010,58.09
11,4/2/2010,66.16
11,4/9/2010,69.57
11,4/16/2010,67.81
11,4/23/2010,68.37
11,4/30/2010,71.13
11,5/7/2010,75.57
11,5/14/2010,77.64
11,5/21/2010,76.97
11,5/28/2010,79.69
11,6/4/2010,79.66
11,6/11/2010,82.81
11,6/18/2010,84.13
11,6/25/2010,84.5
11,7/2/2010,83.09
11,7/9/2010,83.01
11,7/16/2010,84.9
11,7/23/2010,84.57
11,7/30/2010,83.26
11,8/6/2010,86.54
11,8/13/2010,87.73
11,8/20/2010,88.93
11,8/27/2010,87.7
11,9/3/2010,84.94
11,9/10/2010,81.93
11,9/17/2010,83.04
11,9/24/2010,77.36
11,10/1/2010,75.11
11,10/8/2010,68.71
11,10/15/2010,71.46
11,10/22/2010,72.6
11,10/29/2010,74.21
11,11/5/2010,64.41
11,11/12/2010,63.74
11,11/19/2010,58.63
11,11/26/2010,69.9
11,12/3/2010,55.9
11,12/10/2010,53.33
11,12/17/2010,54.63
11,12/24/2010,59.33
11,12/31/2010,55.03
11,1/7/2011,54.43
11,1/14/2011,45.34
11,1/21/2011,51.51
11,1/28/2011,51.04
11,2/4/2011,47.17
11,2/11/2011,44.61
11,2/18/2011,61.5
11,2/25/2011,68.74
11,3/4/2011,66.5
11,3/11/2011,63.29
11,3/18/2011,70.17
11,3/25/2011,73.74
11,4/1/2011,69.1
11,4/8/2011,73.57
11,4/15/2011,76.64
11,4/22/2011,78.31
11,4/29/2011,79.97
11,5/6/2011,71.39
11,5/13/2011,80.93
11,5/20/2011,76.97
11,5/27/2011,85.61
11,6/3/2011,86.14
11,6/10/2011,85.79
11,6/17/2011,87.9
11,6/24/2011,86.13
11,7/1/2011,86.43
11,7/8/2011,87.17
11,7/15/2011,88.3
11,7/22/2011,87.8
11,7/29/2011,89.46
11,8/5/2011,90.04
11,8/12/2011,90.3
11,8/19/2011,89.51
11,8/26/2011,89.09
11,9/2/2011,91.44
11,9/9/2011,84.91
11,9/16/2011,85.11
11,9/23/2011,82.14
11,9/30/2011,84.4
11,10/7/2011,76.97
11,10/14/2011,75.56
11,10/21/2011,70.91
11,10/28/2011,72.66
11,11/4/2011,61.13
11,11/11/2011,64.2
11,11/18/2011,66.17
11,11/25/2011,70.03
11,12/2/2011,56.89
11,12/9/2011,50.63
11,12/16/2011,59.69
11,12/23/2011,54.29
11,12/30/2011,48.86
11,1/6/2012,54.44
11,1/13/2012,53.1
11,1/20/2012,56.43
11,1/27/2012,58.36
11,2/3/2012,60.24
11,2/10/2012,52.23
11,2/17/2012,52.77
11,2/24/2012,61.11
11,3/2/2012,62.61
11,3/9/2012,61.44
11,3/16/2012,64.21
11,3/23/2012,67.16
11,3/30/2012,70.23
11,4/6/2012,74.19
11,4/13/2012,72.74
11,4/20/2012,71.97
11,4/27/2012,73.4
11,5/4/2012,79.07
11,5/11/2012,75.13
11,5/18/2012,72.53
11,5/25/2012,78.44
11,6/1/2012,81.67
11,6/8/2012,82.1
11,6/15/2012,84.97
11,6/22/2012,83.26
11,6/29/2012,87.86
11,7/6/2012,83.44
11,7/13/2012,82.46
11,7/20/2012,82.41
11,7/27/2012,85.43
11,8/3/2012,86.94
11,8/10/2012,86.21
11,8/17/2012,87.73
11,8/24/2012,83.17
11,8/31/2012,86.49
11,9/7/2012,85.17
11,9/14/2012,79.61
11,9/21/2012,73.64
11,9/28/2012,77.67
11,10/5/2012,73.37
11,10/12/2012,69.94
11,10/19/2012,73.77
11,10/26/2012,74.26
11,11/2/2012,62.23
11,11/9/2012,68.71
11,11/16/2012,60.8
11,11/23/2012,61.69
11,11/30/2012,58.36
11,12/7/2012,66.39
11,12/14/2012,55.46
11,12/21/2012,59.94
11,12/28/2012,52.26
11,1/4/2013,46.5
11,1/11/2013,50.33
11,1/18/2013,49.67
11,1/25/2013,58.53
11,2/1/2013,62.76
11,2/8/2013,63.06
11,2/15/2013,57.91
11,2/22/2013,60.17
11,3/1/2013,54.59
11,3/8/2013,58
11,3/15/2013,61.93
11,3/22/2013,69.6
11,3/29/2013,59.94
11,4/5/2013,65.49
11,4/12/2013,66.76
11,4/19/2013,70.87
11,4/26/2013,64.49
11,5/3/2013,69.56
11,5/10/2013,68.51
11,5/17/2013,75.27
11,5/24/2013,80.16
11,5/31/2013,78.14
11,6/7/2013,79
11,6/14/2013,78.19
11,6/21/2013,82.04
11,6/28/2013,83.97
11,7/5/2013,82.39
11,7/12/2013,85.43
11,7/19/2013,82.06
11,7/26/2013,85.64
12,2/5/2010,49.47
12,2/12/2010,47.87
12,2/19/2010,54.83
12,2/26/2010,50.23
12,3/5/2010,53.77
12,3/12/2010,50.11
12,3/19/2010,59.57
12,3/26/2010,60.06
12,4/2/2010,59.84
12,4/9/2010,59.25
12,4/16/2010,64.95
12,4/23/2010,64.55
12,4/30/2010,67.38
12,5/7/2010,70.15
12,5/14/2010,68.44
12,5/21/2010,76.2
12,5/28/2010,67.84
12,6/4/2010,81.39
12,6/11/2010,90.84
12,6/18/2010,81.06
12,6/25/2010,87.27
12,7/2/2010,91.98
12,7/9/2010,90.37
12,7/16/2010,97.18
12,7/23/2010,99.22
12,7/30/2010,96.31
12,8/6/2010,92.95
12,8/13/2010,87.01
12,8/20/2010,92.81
12,8/27/2010,93.19
12,9/3/2010,83.12
12,9/10/2010,83.63
12,9/17/2010,82.45
12,9/24/2010,81.77
12,10/1/2010,85.2
12,10/8/2010,71.82
12,10/15/2010,75
12,10/22/2010,68.85
12,10/29/2010,61.09
12,11/5/2010,65.49
12,11/12/2010,57.79
12,11/19/2010,58.18
12,11/26/2010,47.66
12,12/3/2010,43.33
12,12/10/2010,50.01
12,12/17/2010,52.77
12,12/24/2010,52.02
12,12/31/2010,45.64
12,1/7/2011,37.64
12,1/14/2011,43.15
12,1/21/2011,53.53
12,1/28/2011,50.74
12,2/4/2011,45.14
12,2/11/2011,51.3
12,2/18/2011,53.35
12,2/25/2011,48.45
12,3/4/2011,51.72
12,3/11/2011,57.75
12,3/18/2011,64.21
12,3/25/2011,54.4
12,4/1/2011,63.63
12,4/8/2011,64.47
12,4/15/2011,57.63
12,4/22/2011,72.12
12,4/29/2011,68.27
12,5/6/2011,68.4
12,5/13/2011,70.93
12,5/20/2011,66.59
12,5/27/2011,76.67
12,6/3/2011,71.81
12,6/10/2011,78.72
12,6/17/2011,86.84
12,6/24/2011,88.95
12,7/1/2011,89.85
12,7/8/2011,89.9
12,7/15/2011,88.1
12,7/22/2011,91.17
12,7/29/2011,93.29
12,8/5/2011,90.61
12,8/12/2011,91.04
12,8/19/2011,91.74
12,8/26/2011,94.61
12,9/2/2011,93.66
12,9/9/2011,88
12,9/16/2011,76.36
12,9/23/2011,82.95
12,9/30/2011,83.26
12,10/7/2011,70.44
12,10/14/2011,67.31
12,10/21/2011,73.05
12,10/28/2011,67.41
12,11/4/2011,59.77
12,11/11/2011,48.76
12,11/18/2011,54.2
12,11/25/2011,53.25
12,12/2/2011,52.5
12,12/9/2011,42.17
12,12/16/2011,43.29
12,12/23/2011,45.4
12,12/30/2011,44.64
12,1/6/2012,50.43
12,1/13/2012,48.07
12,1/20/2012,46.2
12,1/27/2012,50.43
12,2/3/2012,50.58
12,2/10/2012,52.27
12,2/17/2012,51.8
12,2/24/2012,53.13
12,3/2/2012,52.27
12,3/9/2012,54.54
12,3/16/2012,64.44
12,3/23/2012,56.26
12,3/30/2012,64.36
12,4/6/2012,64.05
12,4/13/2012,64.28
12,4/20/2012,66.73
12,4/27/2012,77.99
12,5/4/2012,76.03
12,5/11/2012,77.27
12,5/18/2012,84.51
12,5/25/2012,83.84
12,6/1/2012,78.11
12,6/8/2012,84.83
12,6/15/2012,85.94
12,6/22/2012,91.61
12,6/29/2012,90.47
12,7/6/2012,89.13
12,7/13/2012,95.61
12,7/20/2012,85.53
12,7/27/2012,93.47
12,8/3/2012,88.16
12,8/10/2012,95.91
12,8/17/2012,94.87
12,8/24/2012,85.32
12,8/31/2012,89.78
12,9/7/2012,88.52
12,9/14/2012,83.64
12,9/21/2012,82.97
12,9/28/2012,81.22
12,10/5/2012,81.61
12,10/12/2012,71.74
12,10/19/2012,68.66
12,10/26/2012,65.95
12,11/2/2012,63.22
12,11/9/2012,65.31
12,11/16/2012,49.39
12,11/23/2012,58.07
12,11/30/2012,57.03
12,12/7/2012,57.83
12,12/14/2012,49.74
12,12/21/2012,42.83
